County,County Code,Year,Intent,Deaths,Population,State,Rate
"Pierce County, WA",53053,2013,Homicide,23,819743,WA,2.805757414
"Pierce County, WA",53053,2014,Homicide,33,831928,WA,3.966689425
"Pierce County, WA",53053,2015,Homicide,40,843954,WA,4.739594812
"Pierce County, WA",53053,2016,Homicide,36,861312,WA,4.179670085
"Pierce County, WA",53053,2017,Homicide,33,876764,WA,3.763840669
"Pierce County, WA",53053,2018,Homicide,43,891299,WA,4.82441919
"Pierce County, WA",53053,2019,Homicide,39,904980,WA,4.309487502
"Racine County, WI",55101,2019,Homicide,10,196311,WI,5.093958056
"Macon County, AL",1087,2017,Homicide,11,18755,AL,58.65102639
"Macon County, AL",1087,2019,Homicide,12,18068,AL,66.41576267
"Orange County, FL",12095,2009,Homicide,85,1131351,FL,7.513141368
"Orange County, FL",12095,2010,Homicide,73,1145956,FL,6.370227129
"Orange County, FL",12095,2011,Homicide,92,1169107,FL,7.869254055
"Orange County, FL",12095,2012,Homicide,86,1202234,FL,7.153349514
"Orange County, FL",12095,2013,Homicide,76,1225267,FL,6.202729691
"Orange County, FL",12095,2014,Homicide,89,1253001,FL,7.102947244
"Orange County, FL",12095,2015,Homicide,95,1288126,FL,7.375054925
"Orange County, FL",12095,2016,Homicide,118,1314367,FL,8.977705618
"Orange County, FL",12095,2017,Homicide,90,1348975,FL,6.671732241
"Orange County, FL",12095,2018,Homicide,108,1380645,FL,7.82243082
"Orange County, FL",12095,2019,Homicide,96,1393452,FL,6.889365403
"Rapides Parish, LA",22079,2009,Homicide,12,131095,LA,9.153667188
"Rapides Parish, LA",22079,2010,Homicide,12,131613,LA,9.117640355
"Rapides Parish, LA",22079,2012,Homicide,16,132373,LA,12.08705703
"Rapides Parish, LA",22079,2013,Homicide,17,132723,LA,12.80863151
"Rapides Parish, LA",22079,2014,Homicide,22,132488,LA,16.60527746
"Rapides Parish, LA",22079,2015,Homicide,13,132141,LA,9.837976101
"Rapides Parish, LA",22079,2016,Homicide,13,132424,LA,9.81695161
"Rapides Parish, LA",22079,2017,Homicide,18,131648,LA,13.6728245
"Rapides Parish, LA",22079,2018,Homicide,16,130562,LA,12.25471424
"Rapides Parish, LA",22079,2019,Homicide,19,129648,LA,14.65506602
"Wake County, NC",37183,2009,Homicide,25,883624,NC,2.829257693
"Wake County, NC",37183,2010,Homicide,23,900993,NC,2.552739033
"Wake County, NC",37183,2011,Homicide,25,929780,NC,2.688808105
"Wake County, NC",37183,2012,Homicide,26,952151,NC,2.730659318
"Wake County, NC",37183,2013,Homicide,30,974289,NC,3.079168501
"Wake County, NC",37183,2014,Homicide,28,998691,NC,2.803670004
"Wake County, NC",37183,2015,Homicide,27,1024198,NC,2.636209014
"Wake County, NC",37183,2016,Homicide,34,1046791,NC,3.248021811
"Wake County, NC",37183,2017,Homicide,27,1072203,NC,2.51817986
"Wake County, NC",37183,2018,Homicide,19,1092305,NC,1.739440907
"Wake County, NC",37183,2019,Homicide,36,1111761,NC,3.238106032
"Madison County, AL",1089,2009,Homicide,14,330856,AL,4.231448122
"Madison County, AL",1089,2010,Homicide,24,334811,AL,7.168223266
"Madison County, AL",1089,2011,Homicide,16,340111,AL,4.704346522
"Madison County, AL",1089,2012,Homicide,19,343080,AL,5.538066923
"Madison County, AL",1089,2013,Homicide,31,346892,AL,8.936498968
"Madison County, AL",1089,2014,Homicide,21,350299,AL,5.994878661
"Madison County, AL",1089,2015,Homicide,20,353089,AL,5.664294271
"Madison County, AL",1089,2016,Homicide,25,356967,AL,7.003448498
"Madison County, AL",1089,2017,Homicide,34,361046,AL,9.417082588
"Madison County, AL",1089,2018,Homicide,37,366519,AL,10.09497461
"Madison County, AL",1089,2019,Homicide,31,372909,AL,8.313020067
"Adams County, CO",8001,2009,Homicide,24,435700,CO,5.508377324
"Adams County, CO",8001,2010,Homicide,13,441603,CO,2.943820581
"Adams County, CO",8001,2011,Homicide,19,451443,CO,4.20872624
"Adams County, CO",8001,2012,Homicide,27,459598,CO,5.874699194
"Adams County, CO",8001,2013,Homicide,23,469193,CO,4.902033918
"Adams County, CO",8001,2014,Homicide,16,480718,CO,3.328354669
"Adams County, CO",8001,2015,Homicide,27,491337,CO,5.495210009
"Adams County, CO",8001,2016,Homicide,28,498187,CO,5.620379496
"Adams County, CO",8001,2017,Homicide,29,503167,CO,5.763494029
"Adams County, CO",8001,2018,Homicide,34,511868,CO,6.642337478
"Adams County, CO",8001,2019,Homicide,27,517421,CO,5.218187897
"Osceola County, FL",12097,2009,Homicide,11,265267,FL,4.146765335
"Osceola County, FL",12097,2011,Homicide,12,276163,FL,4.345259865
"Osceola County, FL",12097,2012,Homicide,10,287416,FL,3.479277424
"Osceola County, FL",12097,2013,Homicide,10,298504,FL,3.35003886
"Osceola County, FL",12097,2014,Homicide,10,310211,FL,3.223612315
"Osceola County, FL",12097,2015,Homicide,17,323993,FL,5.247026942
"Osceola County, FL",12097,2016,Homicide,19,336015,FL,5.654509471
"Osceola County, FL",12097,2017,Homicide,15,352180,FL,4.259185644
"Osceola County, FL",12097,2018,Homicide,20,367990,FL,5.434930297
"Osceola County, FL",12097,2019,Homicide,11,375751,FL,2.927470586
"Fulton County, GA",13121,2009,Homicide,101,905511,GA,11.15392303
"Fulton County, GA",13121,2010,Homicide,112,920581,GA,12.1662298
"Fulton County, GA",13121,2011,Homicide,88,949599,GA,9.267069574
"Fulton County, GA",13121,2012,Homicide,112,977773,GA,11.45460143
"Fulton County, GA",13121,2013,Homicide,101,984293,GA,10.26117223
"Fulton County, GA",13121,2014,Homicide,121,996319,GA,12.14470466
"Fulton County, GA",13121,2015,Homicide,118,1010562,GA,11.676671
"Fulton County, GA",13121,2016,Homicide,154,1023336,GA,15.04882072
"Fulton County, GA",13121,2017,Homicide,122,1041423,GA,11.71474031
"Fulton County, GA",13121,2018,Homicide,116,1050114,GA,11.04641972
"Fulton County, GA",13121,2019,Homicide,145,1063937,GA,13.62862651
"Erie County, PA",42049,2010,Homicide,14,280566,PA,4.989913247
"Erie County, PA",42049,2012,Homicide,11,280646,PA,3.919528516
"Erie County, PA",42049,2014,Homicide,13,278443,PA,4.668819112
"Erie County, PA",42049,2015,Homicide,12,278045,PA,4.315848154
"Erie County, PA",42049,2016,Homicide,12,276207,PA,4.344567661
"Erie County, PA",42049,2017,Homicide,12,274541,PA,4.370931846
"Erie County, PA",42049,2018,Homicide,15,272061,PA,5.513469406
"Skagit County, WA",53057,2017,Homicide,10,125619,WA,7.960579212
"Raleigh County, WV",54081,2014,Homicide,12,78241,WV,15.33722728
"Palm Beach County, FL",12099,2009,Homicide,84,1307371,FL,6.425108099
"Palm Beach County, FL",12099,2010,Homicide,96,1320134,FL,7.271989056
"Palm Beach County, FL",12099,2011,Homicide,79,1335187,FL,5.916774205
"Palm Beach County, FL",12099,2012,Homicide,78,1356545,FL,5.749901404
"Palm Beach County, FL",12099,2013,Homicide,88,1372171,FL,6.413194857
"Palm Beach County, FL",12099,2014,Homicide,98,1397710,FL,7.01146876
"Palm Beach County, FL",12099,2015,Homicide,101,1422789,FL,7.098733544
"Palm Beach County, FL",12099,2016,Homicide,89,1443810,FL,6.164245988
"Palm Beach County, FL",12099,2017,Homicide,100,1471150,FL,6.797403392
"Palm Beach County, FL",12099,2018,Homicide,94,1485941,FL,6.32595776
"Palm Beach County, FL",12099,2019,Homicide,99,1496770,FL,6.614242669
"Fayette County, PA",42051,2016,Homicide,10,132733,PA,7.533921481
"Fayette County, PA",42051,2018,Homicide,10,130441,PA,7.66630124
"Arapahoe County, CO",8005,2009,Homicide,20,563161,CO,3.551382287
"Arapahoe County, CO",8005,2010,Homicide,27,572003,CO,4.720254964
"Arapahoe County, CO",8005,2011,Homicide,23,584948,CO,3.93197344
"Arapahoe County, CO",8005,2012,Homicide,26,595546,CO,4.365741689
"Arapahoe County, CO",8005,2013,Homicide,28,607070,CO,4.612318184
"Arapahoe County, CO",8005,2014,Homicide,19,618821,CO,3.070354755
"Arapahoe County, CO",8005,2015,Homicide,28,631096,CO,4.43672595
"Arapahoe County, CO",8005,2016,Homicide,35,637068,CO,5.493919016
"Arapahoe County, CO",8005,2017,Homicide,36,643052,CO,5.598303092
"Arapahoe County, CO",8005,2018,Homicide,28,651215,CO,4.29965526
"Arapahoe County, CO",8005,2019,Homicide,36,656590,CO,5.482873635
"Pasco County, FL",12101,2009,Homicide,17,462607,FL,3.6748255
"Pasco County, FL",12101,2010,Homicide,14,464697,FL,3.012715813
"Pasco County, FL",12101,2011,Homicide,15,466457,FL,3.215730496
"Pasco County, FL",12101,2012,Homicide,17,470391,FL,3.614014724
"Pasco County, FL",12101,2013,Homicide,21,475502,FL,4.41638521
"Pasco County, FL",12101,2014,Homicide,17,485331,FL,3.502764093
"Pasco County, FL",12101,2015,Homicide,24,497909,FL,4.8201579
"Pasco County, FL",12101,2016,Homicide,14,512368,FL,2.73241108
"Pasco County, FL",12101,2017,Homicide,16,525643,FL,3.043891006
"Pasco County, FL",12101,2018,Homicide,21,539630,FL,3.891555325
"Pasco County, FL",12101,2019,Homicide,16,553947,FL,2.888362966
"Jackson County, OR",41029,2011,Homicide,11,204822,OR,5.370516839
"Travis County, TX",48453,2009,Homicide,29,1006503,TX,2.881263146
"Travis County, TX",48453,2010,Homicide,51,1024266,TX,4.979175331
"Travis County, TX",48453,2011,Homicide,33,1063130,TX,3.104041839
"Travis County, TX",48453,2012,Homicide,27,1095584,TX,2.464439057
"Travis County, TX",48453,2013,Homicide,35,1120954,TX,3.122340435
"Travis County, TX",48453,2014,Homicide,33,1151145,TX,2.86671097
"Travis County, TX",48453,2015,Homicide,35,1176558,TX,2.974778974
"Travis County, TX",48453,2016,Homicide,46,1199323,TX,3.835497193
"Travis County, TX",48453,2017,Homicide,39,1226698,TX,3.179266617
"Travis County, TX",48453,2018,Homicide,42,1248743,TX,3.363382217
"Travis County, TX",48453,2019,Homicide,41,1273954,TX,3.218326564
"Snohomish County, WA",53061,2009,Homicide,20,706302,WA,2.831649917
"Snohomish County, WA",53061,2010,Homicide,13,713335,WA,1.822425649
"Snohomish County, WA",53061,2012,Homicide,15,733036,WA,2.046284221
"Snohomish County, WA",53061,2013,Homicide,18,745913,WA,2.413150059
"Snohomish County, WA",53061,2014,Homicide,15,759583,WA,1.974767734
"Snohomish County, WA",53061,2015,Homicide,18,772501,WA,2.330094071
"Snohomish County, WA",53061,2016,Homicide,21,787620,WA,2.666260379
"Snohomish County, WA",53061,2017,Homicide,18,801633,WA,2.245416543
"Snohomish County, WA",53061,2018,Homicide,23,814901,WA,2.822428737
"Snohomish County, WA",53061,2019,Homicide,22,822083,WA,2.676128809
"St. Louis city, MO",29510,2009,Homicide,121,318842,MO,37.94983095
"St. Louis city, MO",29510,2010,Homicide,108,319294,MO,33.82462558
"St. Louis city, MO",29510,2011,Homicide,93,318069,MO,29.23893872
"St. Louis city, MO",29510,2012,Homicide,91,318172,MO,28.60088254
"St. Louis city, MO",29510,2013,Homicide,87,318416,MO,27.3227476
"St. Louis city, MO",29510,2014,Homicide,117,317419,MO,36.8597973
"St. Louis city, MO",29510,2015,Homicide,135,315685,MO,42.76414781
"St. Louis city, MO",29510,2016,Homicide,139,311404,MO,44.63654931
"St. Louis city, MO",29510,2017,Homicide,156,308626,MO,50.54661629
"St. Louis city, MO",29510,2018,Homicide,133,302838,MO,43.91787028
"St. Louis city, MO",29510,2019,Homicide,129,300576,MO,42.91759821
"Pinellas County, FL",12103,2009,Homicide,34,915330,FL,3.714507336
"Pinellas County, FL",12103,2010,Homicide,45,916542,FL,4.909758636
"Pinellas County, FL",12103,2011,Homicide,50,917398,FL,5.450197188
"Pinellas County, FL",12103,2012,Homicide,50,921319,FL,5.42700194
"Pinellas County, FL",12103,2013,Homicide,42,929048,FL,4.520756732
"Pinellas County, FL",12103,2014,Homicide,45,938098,FL,4.796940192
"Pinellas County, FL",12103,2015,Homicide,35,949827,FL,3.684881563
"Pinellas County, FL",12103,2016,Homicide,54,960730,FL,5.620725906
"Pinellas County, FL",12103,2017,Homicide,45,970637,FL,4.636130706
"Pinellas County, FL",12103,2018,Homicide,55,975280,FL,5.639406119
"Pinellas County, FL",12103,2019,Homicide,46,974996,FL,4.717968074
"Glynn County, GA",13127,2009,Homicide,16,78946,GA,20.26701796
"Glynn County, GA",13127,2017,Homicide,13,85282,GA,15.24354495
"Wayne County, NC",37191,2009,Homicide,12,121217,NC,9.899601541
"Wayne County, NC",37191,2011,Homicide,12,123697,NC,9.701124522
"Wayne County, NC",37191,2012,Homicide,18,124246,NC,14.48738792
"Wayne County, NC",37191,2014,Homicide,10,124456,NC,8.034968182
"Wayne County, NC",37191,2015,Homicide,10,124132,NC,8.05594045
"Wayne County, NC",37191,2016,Homicide,17,124150,NC,13.69311317
"Wayne County, NC",37191,2017,Homicide,14,124172,NC,11.2746835
"Spokane County, WA",53063,2009,Homicide,13,468235,WA,2.776383654
"Spokane County, WA",53063,2010,Homicide,10,471221,WA,2.122146509
"Spokane County, WA",53063,2012,Homicide,17,475735,WA,3.573417974
"Spokane County, WA",53063,2013,Homicide,24,479398,WA,5.006278708
"Spokane County, WA",53063,2014,Homicide,20,484318,WA,4.129518209
"Spokane County, WA",53063,2015,Homicide,18,490945,WA,3.666398476
"Spokane County, WA",53063,2016,Homicide,18,499072,WA,3.606694024
"Spokane County, WA",53063,2017,Homicide,18,506152,WA,3.556243974
"Spokane County, WA",53063,2018,Homicide,17,514631,WA,3.303337731
"Spokane County, WA",53063,2019,Homicide,11,522798,WA,2.104063137
"Mobile County, AL",1097,2009,Homicide,51,411994,AL,12.37882105
"Mobile County, AL",1097,2010,Homicide,48,412992,AL,11.62250116
"Mobile County, AL",1097,2011,Homicide,63,412577,AL,15.2698769
"Mobile County, AL",1097,2012,Homicide,58,413936,AL,14.01182792
"Mobile County, AL",1097,2013,Homicide,51,414079,AL,12.31649033
"Mobile County, AL",1097,2014,Homicide,54,415123,AL,13.00819275
"Mobile County, AL",1097,2015,Homicide,58,415395,AL,13.9626139
"Mobile County, AL",1097,2016,Homicide,80,414836,AL,19.28472939
"Mobile County, AL",1097,2017,Homicide,77,413955,AL,18.60105567
"Mobile County, AL",1097,2018,Homicide,57,413757,AL,13.77620197
"Mobile County, AL",1097,2019,Homicide,61,413210,AL,14.76246945
"Polk County, FL",12105,2009,Homicide,33,598683,FL,5.512099057
"Polk County, FL",12105,2010,Homicide,30,602095,FL,4.982602413
"Polk County, FL",12105,2011,Homicide,31,609492,FL,5.086202936
"Polk County, FL",12105,2012,Homicide,41,616158,FL,6.654137413
"Polk County, FL",12105,2013,Homicide,29,623009,FL,4.654828421
"Polk County, FL",12105,2014,Homicide,26,634638,FL,4.096823701
"Polk County, FL",12105,2015,Homicide,30,650092,FL,4.614731453
"Polk County, FL",12105,2016,Homicide,46,666149,FL,6.905362014
"Polk County, FL",12105,2017,Homicide,19,686483,FL,2.767730592
"Polk County, FL",12105,2018,Homicide,32,708009,FL,4.519716557
"Polk County, FL",12105,2019,Homicide,42,724777,FL,5.794885875
"Harris County, TX",48201,2009,Homicide,452,4034866,TX,11.20235468
"Harris County, TX",48201,2010,Homicide,370,4092459,TX,9.041019104
"Harris County, TX",48201,2011,Homicide,314,4180894,TX,7.510355441
"Harris County, TX",48201,2012,Homicide,347,4253700,TX,8.157603968
"Harris County, TX",48201,2013,Homicide,367,4336853,TX,8.462357382
"Harris County, TX",48201,2014,Homicide,352,4441370,TX,7.925482452
"Harris County, TX",48201,2015,Homicide,445,4538028,TX,9.80602147
"Harris County, TX",48201,2016,Homicide,435,4589928,TX,9.477272846
"Harris County, TX",48201,2017,Homicide,408,4652980,TX,8.768574118
"Harris County, TX",48201,2018,Homicide,390,4698619,TX,8.300311219
"Harris County, TX",48201,2019,Homicide,426,4713325,TX,9.038205513
"Fayette County, KY",21067,2009,Homicide,17,292514,KY,5.811687646
"Fayette County, KY",21067,2010,Homicide,17,295803,KY,5.74706815
"Fayette County, KY",21067,2011,Homicide,15,301569,KY,4.973986053
"Fayette County, KY",21067,2012,Homicide,15,305489,KY,4.910160431
"Fayette County, KY",21067,2013,Homicide,23,308428,KY,7.457169907
"Fayette County, KY",21067,2014,Homicide,15,310797,KY,4.826301412
"Fayette County, KY",21067,2015,Homicide,17,314488,KY,5.405611661
"Fayette County, KY",21067,2016,Homicide,26,318449,KY,8.164572663
"Fayette County, KY",21067,2017,Homicide,27,321959,KY,8.386160971
"Fayette County, KY",21067,2018,Homicide,21,323780,KY,6.485885478
"Fayette County, KY",21067,2019,Homicide,23,323152,KY,7.117393672
"Wilson County, NC",37195,2016,Homicide,10,81661,NC,12.24574766
"Montgomery County, AL",1101,2009,Homicide,34,227607,AL,14.93802915
"Montgomery County, AL",1101,2010,Homicide,26,229363,AL,11.33574291
"Montgomery County, AL",1101,2011,Homicide,35,232032,AL,15.08412633
"Montgomery County, AL",1101,2012,Homicide,41,230149,AL,17.81454623
"Montgomery County, AL",1101,2013,Homicide,49,226659,AL,21.61837827
"Montgomery County, AL",1101,2014,Homicide,41,226189,AL,18.12643409
"Montgomery County, AL",1101,2015,Homicide,44,226519,AL,19.42441914
"Montgomery County, AL",1101,2016,Homicide,40,226349,AL,17.67182537
"Montgomery County, AL",1101,2017,Homicide,57,226646,AL,25.14935185
"Montgomery County, AL",1101,2018,Homicide,44,225763,AL,19.48946462
"Montgomery County, AL",1101,2019,Homicide,42,226486,AL,18.54419258
"Morgan County, AL",1103,2015,Homicide,10,119565,AL,8.36365157
"Morgan County, AL",1103,2016,Homicide,10,119012,AL,8.402514032
"Morgan County, AL",1103,2018,Homicide,10,119089,AL,8.397081175
"Morgan County, AL",1103,2019,Homicide,13,119679,AL,10.86239023
"St. Lucie County, FL",12111,2010,Homicide,18,277789,FL,6.479738219
"St. Lucie County, FL",12111,2011,Homicide,24,280379,FL,8.559842214
"St. Lucie County, FL",12111,2012,Homicide,12,283866,FL,4.227346706
"St. Lucie County, FL",12111,2013,Homicide,15,286832,FL,5.229542032
"St. Lucie County, FL",12111,2014,Homicide,19,291028,FL,6.528581442
"St. Lucie County, FL",12111,2015,Homicide,16,298563,FL,5.359002957
"St. Lucie County, FL",12111,2016,Homicide,15,306507,FL,4.893852343
"St. Lucie County, FL",12111,2017,Homicide,15,313506,FL,4.784597424
"St. Lucie County, FL",12111,2018,Homicide,23,321128,FL,7.162253058
"St. Lucie County, FL",12111,2019,Homicide,22,328297,FL,6.701249174
"Gwinnett County, GA",13135,2009,Homicide,33,796276,GA,4.144291678
"Gwinnett County, GA",13135,2010,Homicide,34,805321,GA,4.221918962
"Gwinnett County, GA",13135,2011,Homicide,27,824941,GA,3.272961339
"Gwinnett County, GA",13135,2012,Homicide,30,842046,GA,3.562750729
"Gwinnett County, GA",13135,2013,Homicide,27,859304,GA,3.142077775
"Gwinnett County, GA",13135,2014,Homicide,37,877922,GA,4.214497415
"Gwinnett County, GA",13135,2015,Homicide,38,895823,GA,4.241909395
"Gwinnett County, GA",13135,2016,Homicide,40,907135,GA,4.409487011
"Gwinnett County, GA",13135,2017,Homicide,46,920260,GA,4.998587356
"Gwinnett County, GA",13135,2018,Homicide,45,927781,GA,4.850282556
"Gwinnett County, GA",13135,2019,Homicide,33,936250,GA,3.524699599
"St. John the Baptist Parish, LA",22095,2012,Homicide,10,44758,LA,22.34237455
"St. John the Baptist Parish, LA",22095,2013,Homicide,18,43761,LA,41.13251525
"St. John the Baptist Parish, LA",22095,2014,Homicide,11,43745,LA,25.14573094
"St. John the Baptist Parish, LA",22095,2016,Homicide,14,43631,LA,32.08727739
"St. John the Baptist Parish, LA",22095,2018,Homicide,10,43184,LA,23.15672471
"St. John the Baptist Parish, LA",22095,2019,Homicide,11,42837,LA,25.67873567
"Douglas County, NE",31055,2009,Homicide,33,511902,NE,6.446546409
"Douglas County, NE",31055,2010,Homicide,40,517110,NE,7.735298099
"Douglas County, NE",31055,2011,Homicide,38,524861,NE,7.240012117
"Douglas County, NE",31055,2012,Homicide,41,531265,NE,7.717429155
"Douglas County, NE",31055,2013,Homicide,54,537256,NE,10.05107435
"Douglas County, NE",31055,2014,Homicide,37,543244,NE,6.810935786
"Douglas County, NE",31055,2015,Homicide,54,550064,NE,9.817039472
"Douglas County, NE",31055,2016,Homicide,29,554995,NE,5.2252723
"Douglas County, NE",31055,2017,Homicide,29,561620,NE,5.163633774
"Douglas County, NE",31055,2018,Homicide,21,566880,NE,3.704487722
"Douglas County, NE",31055,2019,Homicide,24,571327,NE,4.200746683
"Lane County, OR",41039,2010,Homicide,12,351715,OR,3.411853347
"Lane County, OR",41039,2012,Homicide,11,354542,OR,3.102594333
"Lane County, OR",41039,2014,Homicide,11,358337,OR,3.069736031
"Lane County, OR",41039,2015,Homicide,22,362895,OR,6.062359636
"Lane County, OR",41039,2019,Homicide,11,382067,OR,2.879076183
"St. Landry Parish, LA",22097,2011,Homicide,11,83552,LA,13.16545385
"St. Landry Parish, LA",22097,2015,Homicide,10,83848,LA,11.92634291
"St. Landry Parish, LA",22097,2016,Homicide,14,83883,LA,16.68991333
"St. Landry Parish, LA",22097,2019,Homicide,13,82124,LA,15.82972091
"Hays County, TX",48209,2018,Homicide,13,222631,TX,5.839258684
"Hays County, TX",48209,2019,Homicide,10,230191,TX,4.344218497
"Sarasota County, FL",12115,2009,Homicide,16,377262,FL,4.241084445
"Sarasota County, FL",12115,2010,Homicide,10,379448,FL,2.635407223
"Sarasota County, FL",12115,2011,Homicide,18,382213,FL,4.709415954
"Sarasota County, FL",12115,2012,Homicide,16,386147,FL,4.143499755
"Sarasota County, FL",12115,2014,Homicide,12,396962,FL,3.022959376
"Sarasota County, FL",12115,2015,Homicide,14,405549,FL,3.452110596
"Sarasota County, FL",12115,2016,Homicide,12,412569,FL,2.908604379
"Sarasota County, FL",12115,2017,Homicide,14,419119,FL,3.340340094
"Sarasota County, FL",12115,2018,Homicide,15,426718,FL,3.515202077
"Sarasota County, FL",12115,2019,Homicide,12,433742,FL,2.766621632
"Hall County, GA",13139,2013,Homicide,10,187745,GA,5.326373539
"Hall County, GA",13139,2016,Homicide,11,196637,GA,5.594064189
"Allen County, IN",18003,2009,Homicide,22,353693,IN,6.220083519
"Allen County, IN",18003,2010,Homicide,27,355329,IN,7.598591728
"Allen County, IN",18003,2011,Homicide,19,358327,IN,5.302419299
"Allen County, IN",18003,2012,Homicide,28,360412,IN,7.768886719
"Allen County, IN",18003,2013,Homicide,41,363014,IN,11.29433025
"Allen County, IN",18003,2014,Homicide,17,365918,IN,4.645849617
"Allen County, IN",18003,2015,Homicide,27,368450,IN,7.327995657
"Allen County, IN",18003,2016,Homicide,49,370404,IN,13.22879883
"Allen County, IN",18003,2017,Homicide,40,372877,IN,10.72739804
"Allen County, IN",18003,2018,Homicide,42,375351,IN,11.1895266
"Allen County, IN",18003,2019,Homicide,28,379299,IN,7.382038972
"St. Martin Parish, LA",22099,2015,Homicide,11,53835,LA,20.43280394
"St. Martin Parish, LA",22099,2016,Homicide,10,54007,LA,18.51611828
"Seminole County, FL",12117,2009,Homicide,19,419788,FL,4.526094124
"Seminole County, FL",12117,2010,Homicide,16,422718,FL,3.785029263
"Seminole County, FL",12117,2011,Homicide,19,425071,FL,4.469841509
"Seminole County, FL",12117,2012,Homicide,19,430838,FL,4.410010259
"Seminole County, FL",12117,2013,Homicide,11,436041,FL,2.522698554
"Seminole County, FL",12117,2014,Homicide,15,442516,FL,3.389707943
"Seminole County, FL",12117,2015,Homicide,10,449144,FL,2.226457439
"Seminole County, FL",12117,2016,Homicide,28,455479,FL,6.147374522
"Seminole County, FL",12117,2017,Homicide,20,462659,FL,4.322838203
"Seminole County, FL",12117,2018,Homicide,22,467832,FL,4.702542793
"Seminole County, FL",12117,2019,Homicide,16,471826,FL,3.39108061
"St. Mary Parish, LA",22101,2013,Homicide,11,53543,LA,20.54423547
"Yakima County, WA",53077,2009,Homicide,24,239604,WA,10.01652727
"Yakima County, WA",53077,2010,Homicide,25,243231,WA,10.27829512
"Yakima County, WA",53077,2011,Homicide,20,247141,WA,8.09254636
"Yakima County, WA",53077,2012,Homicide,17,246977,WA,6.883232042
"Yakima County, WA",53077,2013,Homicide,21,247044,WA,8.500510031
"Yakima County, WA",53077,2014,Homicide,14,247687,WA,5.652295034
"Yakima County, WA",53077,2015,Homicide,18,248830,WA,7.233854439
"Yakima County, WA",53077,2016,Homicide,19,249636,WA,7.611081735
"Yakima County, WA",53077,2017,Homicide,29,250193,WA,11.59105171
"Yakima County, WA",53077,2018,Homicide,32,251446,WA,12.72639056
"Yakima County, WA",53077,2019,Homicide,26,250873,WA,10.36380958
"St. Tammany Parish, LA",22103,2009,Homicide,10,231224,LA,4.324810573
"St. Tammany Parish, LA",22103,2011,Homicide,14,236785,LA,5.912536689
"St. Tammany Parish, LA",22103,2012,Homicide,11,239453,LA,4.593803377
"St. Tammany Parish, LA",22103,2013,Homicide,13,242333,LA,5.364519071
"St. Tammany Parish, LA",22103,2017,Homicide,17,256327,LA,6.63215346
"St. Tammany Parish, LA",22103,2018,Homicide,19,258111,LA,7.361174069
"St. Tammany Parish, LA",22103,2019,Homicide,13,260419,LA,4.991955272
"Marion County, OR",41047,2012,Homicide,10,319985,OR,3.125146491
"Marion County, OR",41047,2017,Homicide,16,341286,OR,4.688150115
"Lancaster County, PA",42071,2009,Homicide,16,516577,PA,3.097311727
"Lancaster County, PA",42071,2011,Homicide,10,523594,PA,1.909876737
"Lancaster County, PA",42071,2012,Homicide,13,526823,PA,2.467621953
"Lancaster County, PA",42071,2013,Homicide,11,529600,PA,2.077039275
"Lancaster County, PA",42071,2014,Homicide,11,533320,PA,2.062551564
"Lancaster County, PA",42071,2015,Homicide,11,536624,PA,2.049852411
"Lancaster County, PA",42071,2016,Homicide,10,538500,PA,1.857010214
"Lancaster County, PA",42071,2017,Homicide,12,542903,PA,2.2103396
"Lancaster County, PA",42071,2018,Homicide,14,543557,PA,2.575626843
"Lancaster County, PA",42071,2019,Homicide,10,545724,PA,1.832428114
"Hidalgo County, TX",48215,2009,Homicide,34,757468,TX,4.488638464
"Hidalgo County, TX",48215,2010,Homicide,34,774769,TX,4.388404802
"Hidalgo County, TX",48215,2011,Homicide,31,797810,TX,3.885636931
"Hidalgo County, TX",48215,2012,Homicide,26,806552,TX,3.223598726
"Hidalgo County, TX",48215,2013,Homicide,21,815996,TX,2.573542027
"Hidalgo County, TX",48215,2014,Homicide,26,831073,TX,3.128485705
"Hidalgo County, TX",48215,2015,Homicide,33,842304,TX,3.917825393
"Hidalgo County, TX",48215,2016,Homicide,25,849843,TX,2.941719824
"Hidalgo County, TX",48215,2017,Homicide,36,860661,TX,4.182831568
"Hidalgo County, TX",48215,2018,Homicide,21,865939,TX,2.425113085
"Hidalgo County, TX",48215,2019,Homicide,27,868707,TX,3.108067507
"Russell County, AL",1113,2011,Homicide,11,54572,AL,20.156857
"Russell County, AL",1113,2016,Homicide,10,58172,AL,17.19040088
"Russell County, AL",1113,2017,Homicide,11,57045,AL,19.28302218
"Russell County, AL",1113,2018,Homicide,10,57781,AL,17.30672712
"Russell County, AL",1113,2019,Homicide,15,57961,AL,25.87947068
"Tangipahoa Parish, LA",22105,2011,Homicide,15,122571,LA,12.23780503
"Tangipahoa Parish, LA",22105,2012,Homicide,15,123441,LA,12.15155418
"Tangipahoa Parish, LA",22105,2013,Homicide,14,125412,LA,11.16320607
"Tangipahoa Parish, LA",22105,2016,Homicide,20,130710,LA,15.30104812
"Tangipahoa Parish, LA",22105,2017,Homicide,15,132497,LA,11.32101104
"Tangipahoa Parish, LA",22105,2018,Homicide,12,133777,LA,8.97015182
"Tangipahoa Parish, LA",22105,2019,Homicide,15,134758,LA,11.13106458
"Boone County, MO",29019,2018,Homicide,14,180005,MO,7.777561734
